iteration	average pixel
1	255.000000
100	246.850895
200	243.185307
300	240.385820
400	238.034407
500	235.969671
600	234.108435
700	232.400987
800	230.814795
900	229.327213
1000	227.921754
1100	226.586002
1200	225.310342
