iteration	average pixel
225	254.353971
226	254.352340
227	254.350713
228	254.349088
229	254.347467
230	254.345849
231	254.344233
232	254.342621
233	254.341012
234	254.339405
235	254.337802
236	254.336201
237	254.334603
238	254.333009
239	254.331416
240	254.329827
241	254.328241
242	254.326657
243	254.325076
244	254.323498
245	254.321922
246	254.320349
247	254.318779
248	254.317212
249	254.315647
250	254.314084
251	254.312524
252	254.310967
253	254.309412
254	254.307860
255	254.306310
256	254.304763
257	254.303218
258	254.301676
259	254.300136
260	254.298598
261	254.297063
262	254.295530
263	254.293999
264	254.292471
265	254.290945
266	254.289422
267	254.287900
268	254.286381
269	254.284864
270	254.283350
271	254.281837
272	254.280327
273	254.278819
274	254.277313
275	254.275809
276	254.274307
277	254.272808
278	254.271310
279	254.269815
280	254.268321
281	254.266830
282	254.265340
283	254.263853
284	254.262368
285	254.260884
286	254.259403
287	254.257923
288	254.256446
289	254.254970
290	254.253497
291	254.252025
292	254.250555
293	254.249087
294	254.247620
295	254.246156
296	254.244693
297	254.243233
298	254.241774
299	254.240317
300	254.238861
301	254.237407
302	254.235955
303	254.234505
304	254.233057
305	254.231610
306	254.230165
307	254.228721
308	254.227280
309	254.225840
310	254.224401
311	254.222964
312	254.221529
313	254.220095
314	254.218663
315	254.217233
316	254.215804
317	254.214377
318	254.212951
319	254.211527
320	254.210104
321	254.208683
322	254.207263
323	254.205845
324	254.204428
325	254.203013
326	254.201599
327	254.200187
328	254.198776
329	254.197367
330	254.195959
331	254.194552
332	254.193147
333	254.191743
334	254.190341
335	254.188939
336	254.187540
337	254.186141
338	254.184744
339	254.183349
340	254.181954
341	254.180561
342	254.179169
343	254.177779
344	254.176390
345	254.175002
346	254.173615
347	254.172230
348	254.170846
349	254.169463
350	254.168081
351	254.166700
352	254.165321
353	254.163943
354	254.162566
355	254.161191
356	254.159816
357	254.158443
358	254.157071
359	254.155700
360	254.154330
361	254.152961
362	254.151593
363	254.150227
364	254.148862
365	254.147497
366	254.146134
367	254.144772
368	254.143411
369	254.142051
370	254.140692
371	254.139334
372	254.137978
373	254.136622
374	254.135267
375	254.133914
376	254.132561
377	254.131210
378	254.129859
379	254.128510
380	254.127161
381	254.125813
382	254.124467
383	254.123121
384	254.121777
385	254.120433
386	254.119090
387	254.117748
388	254.116408
389	254.115068
390	254.113729
391	254.112391
392	254.111054
393	254.109717
394	254.108382
395	254.107048
396	254.105714
397	254.104381
398	254.103050
399	254.101719
400	254.100389
401	254.099060
402	254.097731
403	254.096404
404	254.095077
405	254.093752
406	254.092427
407	254.091103
408	254.089779
409	254.088457
410	254.087135
411	254.085814
412	254.084494
413	254.083175
414	254.081857
415	254.080539
416	254.079222
417	254.077906
418	254.076591
419	254.075276
420	254.073962
421	254.072649
422	254.071337
423	254.070025
424	254.068714
425	254.067404
426	254.066095
427	254.064786
428	254.063478
429	254.062171
430	254.060865
431	254.059559
432	254.058254
433	254.056949
434	254.055646
435	254.054343
436	254.053040
437	254.051739
438	254.050438
439	254.049137
440	254.047838
441	254.046539
442	254.045240
443	254.043942
444	254.042645
445	254.041349
446	254.040053
447	254.038758
448	254.037464
449	254.036170
450	254.034876
451	254.033584
452	254.032292
453	254.031000
454	254.029710
455	254.028419
456	254.027130
457	254.025841
458	254.024552
459	254.023264
460	254.021977
461	254.020691
462	254.019404
463	254.018119
464	254.016834
465	254.015550
466	254.014266
467	254.012982
468	254.011700
469	254.010418
470	254.009136
471	254.007855
472	254.006574
473	254.005294
474	254.004015
475	254.002736
476	254.001457
477	254.000180
478	253.998902
479	253.997625
480	253.996349
481	253.995073
482	253.993798
483	253.992523
484	253.991249
485	253.989975
486	253.988701
487	253.987429
488	253.986156
489	253.984884
490	253.983613
491	253.982342
492	253.981071
493	253.979802
494	253.978532
495	253.977263
496	253.975994
497	253.974726
498	253.973459
499	253.972191
500	253.970925
501	253.969658
502	253.968392
503	253.967127
504	253.965862
505	253.964598
506	253.963333
507	253.962070
508	253.960807
509	253.959544
510	253.958281
511	253.957019
512	253.955758
513	253.954497
514	253.953236
515	253.951976
516	253.950716
517	253.949456
518	253.948197
519	253.946939
520	253.945680
521	253.944422
522	253.943165
523	253.941908
524	253.940651
525	253.939395
526	253.938139
527	253.936883
528	253.935628
529	253.934373
530	253.933119
531	253.931865
532	253.930611
533	253.929358
534	253.928105
535	253.926852
536	253.925600
537	253.924348
538	253.923097
539	253.921846
540	253.920595
541	253.919345
542	253.918094
543	253.916845
544	253.915595
545	253.914346
546	253.913098
547	253.911849
548	253.910601
549	253.909354
550	253.908106
551	253.906859
552	253.905612
553	253.904366
554	253.903120
555	253.901874
556	253.900629
557	253.899384
558	253.898139
559	253.896895
560	253.895651
561	253.894407
562	253.893163
563	253.891920
564	253.890677
565	253.889435
566	253.888192
567	253.886950
568	253.885709
569	253.884467
570	253.883226
571	253.881985
572	253.880745
573	253.879505
574	253.878265
575	253.877025
576	253.875786
577	253.874547
578	253.873308
579	253.872070
580	253.870831
581	253.869594
582	253.868356
583	253.867119
584	253.865881
585	253.864645
586	253.863408
587	253.862172
588	253.860936
589	253.859700
590	253.858465
591	253.857229
592	253.855994
593	253.854760
594	253.853525
595	253.852291
596	253.851057
597	253.849823
598	253.848590
599	253.847357
600	253.846124
601	253.844891
602	253.843659
603	253.842427
604	253.841195
605	253.839963
606	253.838732
607	253.837500
608	253.836269
609	253.835039
610	253.833808
611	253.832578
612	253.831348
613	253.830118
614	253.828889
615	253.827659
616	253.826430
617	253.825201
618	253.823973
619	253.822744
620	253.821516
621	253.820288
622	253.819061
623	253.817833
624	253.816606
625	253.815379
626	253.814152
627	253.812925
628	253.811699
629	253.810473
630	253.809247
631	253.808021
632	253.806795
633	253.805570
634	253.804345
635	253.803120
636	253.801895
637	253.800670
638	253.799446
639	253.798222
640	253.796998
641	253.795774
642	253.794551
643	253.793328
644	253.792104
645	253.790881
646	253.789659
647	253.788436
648	253.787214
649	253.785992
650	253.784770
651	253.783548
652	253.782326
653	253.781105
654	253.779884
655	253.778663
656	253.777442
657	253.776221
658	253.775001
659	253.773781
660	253.772561
661	253.771341
662	253.770121
663	253.768901
664	253.767682
665	253.766463
666	253.765244
667	253.764025
668	253.762806
669	253.761588
670	253.760370
671	253.759151
672	253.757933
673	253.756716
674	253.755498
675	253.754281
676	253.753063
677	253.751846
678	253.750629
679	253.749413
680	253.748196
681	253.746979
682	253.745763
683	253.744547
684	253.743331
685	253.742115
686	253.740900
687	253.739684
688	253.738469
689	253.737254
690	253.736039
691	253.734824
692	253.733609
693	253.732395
694	253.731180
695	253.729966
696	253.728752
697	253.727538
698	253.726324
699	253.725111
700	253.723897
701	253.722684
702	253.721471
703	253.720258
704	253.719045
705	253.717832
706	253.716620
707	253.715407
708	253.714195
709	253.712983
710	253.711771
711	253.710559
712	253.709347
713	253.708136
714	253.706924
715	253.705713
716	253.704502
717	253.703291
718	253.702080
719	253.700870
720	253.699659
721	253.698449
722	253.697238
723	253.696028
724	253.694818
725	253.693608
726	253.692398
727	253.691189
728	253.689979
729	253.688770
730	253.687561
731	253.686352
732	253.685143
733	253.683934
734	253.682725
735	253.681517
736	253.680308
737	253.679100
738	253.677892
739	253.676684
740	253.675476
741	253.674268
742	253.673060
743	253.671853
744	253.670645
745	253.669438
746	253.668231
747	253.667024
748	253.665817
749	253.664610
750	253.663403
751	253.662197
752	253.660990
753	253.659784
754	253.658578
755	253.657372
756	253.656166
757	253.654960
758	253.653754
759	253.652549
760	253.651343
761	253.650138
762	253.648932
763	253.647727
764	253.646522
765	253.645317
766	253.644113
767	253.642908
768	253.641703
769	253.640499
770	253.639295
771	253.638090
772	253.636886
773	253.635682
774	253.634478
775	253.633275
776	253.632071
777	253.630867
778	253.629664
779	253.628461
780	253.627257
781	253.626054
782	253.624851
783	253.623648
784	253.622445
785	253.621243
786	253.620040
787	253.618838
788	253.617635
789	253.616433
790	253.615231
791	253.614029
792	253.612827
793	253.611625
794	253.610423
795	253.609222
796	253.608020
797	253.606819
798	253.605617
799	253.604416
800	253.603215
801	253.602014
802	253.600813
803	253.599612
804	253.598412
805	253.597211
806	253.596010
807	253.594810
808	253.593610
809	253.592409
810	253.591209
811	253.590009
812	253.588809
813	253.587609
814	253.586410
815	253.585210
816	253.584011
817	253.582811
818	253.581612
819	253.580412
820	253.579213
821	253.578014
822	253.576815
823	253.575616
824	253.574418
825	253.573219
826	253.572020
827	253.570822
828	253.569623
829	253.568425
830	253.567227
831	253.566029
832	253.564831
833	253.563633
834	253.562435
835	253.561237
836	253.560039
837	253.558842
838	253.557644
839	253.556447
840	253.555250
841	253.554052
842	253.552855
843	253.551658
844	253.550461
845	253.549264
846	253.548068
847	253.546871
848	253.545674
849	253.544478
850	253.543281
851	253.542085
852	253.540889
853	253.539692
854	253.538496
855	253.537300
856	253.536104
857	253.534909
858	253.533713
859	253.532517
860	253.531322
861	253.530126
862	253.528931
863	253.527735
864	253.526540
865	253.525345
866	253.524150
867	253.522955
868	253.521760
869	253.520565
870	253.519371
871	253.518176
872	253.516981
873	253.515787
874	253.514592
875	253.513398
876	253.512204
877	253.511010
878	253.509816
879	253.508622
880	253.507428
881	253.506234
882	253.505040
883	253.503847
884	253.502653
885	253.501459
886	253.500266
887	253.499073
888	253.497879
889	253.496686
890	253.495493
891	253.494300
892	253.493107
893	253.491914
894	253.490721
895	253.489529
896	253.488336
897	253.487143
898	253.485951
899	253.484759
900	253.483566
901	253.482374
902	253.481182
903	253.479990
904	253.478798
905	253.477606
906	253.476414
907	253.475222
908	253.474030
909	253.472839
910	253.471647
911	253.470456
912	253.469264
913	253.468073
914	253.466882
915	253.465690
916	253.464499
917	253.463308
918	253.462117
919	253.460926
920	253.459736
921	253.458545
922	253.457354
923	253.456164
924	253.454973
925	253.453783
926	253.452592
927	253.451402
928	253.450212
929	253.449022
930	253.447832
931	253.446642
932	253.445452
933	253.444262
934	253.443072
935	253.441882
936	253.440693
937	253.439503
938	253.438314
939	253.437124
940	253.435935
941	253.434746
942	253.433556
943	253.432367
944	253.431178
945	253.429989
946	253.428800
947	253.427611
948	253.426423
949	253.425234
950	253.424045
951	253.422857
952	253.421668
953	253.420480
954	253.419291
955	253.418103
956	253.416915
957	253.415727
958	253.414539
959	253.413351
960	253.412163
961	253.410975
962	253.409787
963	253.408599
964	253.407412
965	253.406224
966	253.405037
967	253.403849
968	253.402662
969	253.401475
970	253.400287
971	253.399100
972	253.397913
973	253.396726
974	253.395539
975	253.394352
976	253.393165
977	253.391979
978	253.390792
979	253.389605
980	253.388419
981	253.387232
982	253.386046
983	253.384859
984	253.383673
985	253.382487
986	253.381301
987	253.380115
988	253.378929
989	253.377743
990	253.376557
991	253.375371
992	253.374185
993	253.373000
994	253.371814
995	253.370628
996	253.369443
997	253.368257
998	253.367072
999	253.365887
1000	253.364702
1001	253.363516
1002	253.362331
1003	253.361146
1004	253.359961
1005	253.358777
1006	253.357592
1007	253.356407
1008	253.355222
1009	253.354038
1010	253.352853
1011	253.351669
1012	253.350484
1013	253.349300
1014	253.348116
1015	253.346931
1016	253.345747
1017	253.344563
1018	253.343379
1019	253.342195
1020	253.341011
1021	253.339827
1022	253.338644
1023	253.337460
1024	253.336276
1025	253.335093
1026	253.333909
1027	253.332726
1028	253.331542
1029	253.330359
1030	253.329176
1031	253.327992
1032	253.326809
1033	253.325626
1034	253.324443
1035	253.323260
1036	253.322077
1037	253.320895
1038	253.319712
1039	253.318529
1040	253.317347
1041	253.316164
1042	253.314982
1043	253.313799
1044	253.312617
1045	253.311435
1046	253.310252
1047	253.309070
1048	253.307888
1049	253.306706
1050	253.305524
1051	253.304342
1052	253.303160
1053	253.301978
1054	253.300797
1055	253.299615
1056	253.298434
1057	253.297252
1058	253.296071
1059	253.294889
1060	253.293708
1061	253.292526
1062	253.291345
1063	253.290164
1064	253.288983
1065	253.287802
1066	253.286621
1067	253.285440
1068	253.284259
1069	253.283079
1070	253.281898
1071	253.280717
1072	253.279537
1073	253.278356
1074	253.277176
1075	253.275995
1076	253.274815
1077	253.273635
1078	253.272454
1079	253.271274
1080	253.270094
1081	253.268914
1082	253.267734
1083	253.266554
1084	253.265374
1085	253.264195
1086	253.263015
1087	253.261835
1088	253.260656
1089	253.259476
1090	253.258297
1091	253.257117
1092	253.255938
1093	253.254759
1094	253.253579
1095	253.252400
1096	253.251221
1097	253.250042
1098	253.248863
1099	253.247684
1100	253.246505
1101	253.245327
1102	253.244148
1103	253.242969
1104	253.241791
1105	253.240612
1106	253.239434
1107	253.238255
1108	253.237077
1109	253.235899
1110	253.234720
1111	253.233542
1112	253.232364
1113	253.231186
1114	253.230008
1115	253.228830
1116	253.227652
1117	253.226475
1118	253.225297
1119	253.224119
1120	253.222942
1121	253.221764
1122	253.220587
1123	253.219409
1124	253.218232
1125	253.217054
1126	253.215877
1127	253.214700
1128	253.213523
1129	253.212346
1130	253.211169
1131	253.209992
1132	253.208815
1133	253.207638
1134	253.206461
1135	253.205285
1136	253.204108
1137	253.202932
1138	253.201755
1139	253.200579
1140	253.199402
1141	253.198226
1142	253.197050
1143	253.195873
1144	253.194697
1145	253.193521
1146	253.192345
1147	253.191169
1148	253.189993
1149	253.188818
1150	253.187642
1151	253.186466
1152	253.185290
1153	253.184115
1154	253.182939
1155	253.181764
1156	253.180588
1157	253.179413
1158	253.178238
1159	253.177063
1160	253.175887
1161	253.174712
1162	253.173537
1163	253.172362
1164	253.171187
1165	253.170012
1166	253.168838
1167	253.167663
1168	253.166488
1169	253.165314
1170	253.164139
1171	253.162965
1172	253.161790
1173	253.160616
1174	253.159441
1175	253.158267
1176	253.157093
1177	253.155919
1178	253.154745
1179	253.153571
1180	253.152397
1181	253.151223
1182	253.150049
1183	253.148875
1184	253.147702
1185	253.146528
1186	253.145354
1187	253.144181
1188	253.143007
1189	253.141834
1190	253.140661
1191	253.139487
1192	253.138314
1193	253.137141
1194	253.135968
1195	253.134795
1196	253.133622
1197	253.132449
1198	253.131276
1199	253.130103
1200	253.128931
1201	253.127758
1202	253.126585
1203	253.125413
1204	253.124240
1205	253.123068
1206	253.121896
1207	253.120723
1208	253.119551
1209	253.118379
1210	253.117207
1211	253.116035
1212	253.114863
1213	253.113691
1214	253.112519
1215	253.111347
1216	253.110175
1217	253.109003
1218	253.107832
1219	253.106660
1220	253.105489
1221	253.104317
1222	253.103146
1223	253.101975
1224	253.100803
1225	253.099632
1226	253.098461
1227	253.097290
1228	253.096119
1229	253.094948
1230	253.093777
1231	253.092606
1232	253.091435
1233	253.090264
1234	253.089094
1235	253.087923
1236	253.086753
1237	253.085582
1238	253.084412
1239	253.083241
1240	253.082071
1241	253.080901
1242	253.079731
1243	253.078561
1244	253.077390
1245	253.076220
1246	253.075051
1247	253.073881
1248	253.072711
1249	253.071541
1250	253.070371
1251	253.069202
1252	253.068032
1253	253.066863
1254	253.065693
1255	253.064524
1256	253.063354
1257	253.062185
1258	253.061016
1259	253.059847
1260	253.058678
1261	253.057509
1262	253.056340
1263	253.055171
1264	253.054002
1265	253.052833
1266	253.051664
1267	253.050496
1268	253.049327
1269	253.048159
1270	253.046990
1271	253.045822
1272	253.044653
1273	253.043485
1274	253.042317
1275	253.041149
1276	253.039981
1277	253.038812
1278	253.037644
1279	253.036477
1280	253.035309
1281	253.034141
1282	253.032973
1283	253.031805
1284	253.030638
1285	253.029470
1286	253.028303
1287	253.027135
1288	253.025968
1289	253.024801
1290	253.023633
1291	253.022466
1292	253.021299
1293	253.020132
1294	253.018965
1295	253.017798
1296	253.016631
1297	253.015464
1298	253.014297
1299	253.013131
1300	253.011964
1301	253.010797
1302	253.009631
1303	253.008464
1304	253.007298
1305	253.006132
1306	253.004965
1307	253.003799
1308	253.002633
1309	253.001467
1310	253.000301
1311	252.999135
1312	252.997969
1313	252.996803
1314	252.995637
1315	252.994472
1316	252.993306
1317	252.992140
1318	252.990975
1319	252.989809
1320	252.988644
1321	252.987478
1322	252.986313
1323	252.985148
1324	252.983983
1325	252.982818
1326	252.981652
1327	252.980487
1328	252.979323
1329	252.978158
1330	252.976993
1331	252.975828
1332	252.974663
1333	252.973499
1334	252.972334
1335	252.971170
1336	252.970005
1337	252.968841
1338	252.967676
1339	252.966512
1340	252.965348
1341	252.964184
1342	252.963020
1343	252.961856
1344	252.960692
1345	252.959528
1346	252.958364
1347	252.957200
1348	252.956037
1349	252.954873
1350	252.953709
1351	252.952546
1352	252.951382
1353	252.950219
1354	252.949056
1355	252.947892
1356	252.946729
1357	252.945566
1358	252.944403
1359	252.943240
1360	252.942077
1361	252.940914
1362	252.939751
1363	252.938588
1364	252.937426
1365	252.936263
1366	252.935100
1367	252.933938
1368	252.932775
1369	252.931613
1370	252.930450
1371	252.929288
1372	252.928126
1373	252.926964
1374	252.925802
1375	252.924640
1376	252.923478
1377	252.922316
1378	252.921154
1379	252.919992
1380	252.918830
1381	252.917669
1382	252.916507
1383	252.915345
1384	252.914184
1385	252.913023
1386	252.911861
1387	252.910700
1388	252.909539
1389	252.908377
1390	252.907216
1391	252.906055
1392	252.904894
1393	252.903733
1394	252.902572
1395	252.901412
1396	252.900251
1397	252.899090
1398	252.897930
1399	252.896769
1400	252.895608
1401	252.894448
1402	252.893288
1403	252.892127
1404	252.890967
1405	252.889807
1406	252.888647
1407	252.887487
1408	252.886327
1409	252.885167
1410	252.884007
1411	252.882847
1412	252.881687
1413	252.880528
1414	252.879368
1415	252.878208
1416	252.877049
1417	252.875889
1418	252.874730
1419	252.873571
1420	252.872411
1421	252.871252
1422	252.870093
1423	252.868934
1424	252.867775
1425	252.866616
1426	252.865457
1427	252.864298
1428	252.863140
1429	252.861981
1430	252.860822
1431	252.859664
1432	252.858505
1433	252.857347
1434	252.856188
1435	252.855030
