iteration	average pixel
707	250.954012
708	250.951064
709	250.948118
710	250.945174
711	250.942233
712	250.939293
713	250.936355
714	250.933420
715	250.930486
716	250.927555
717	250.924626
718	250.921699
719	250.918773
720	250.915850
721	250.912929
722	250.910010
723	250.907093
724	250.904178
725	250.901265
726	250.898355
727	250.895446
728	250.892539
729	250.889634
730	250.886731
731	250.883830
732	250.880931
733	250.878035
734	250.875140
735	250.872247
736	250.869356
737	250.866467
738	250.863580
739	250.860695
740	250.857812
741	250.854931
742	250.852052
743	250.849175
744	250.846300
745	250.843427
746	250.840556
747	250.837686
748	250.834819
749	250.831954
750	250.829090
751	250.826229
752	250.823369
753	250.820511
754	250.817655
755	250.814801
756	250.811949
757	250.809099
758	250.806251
759	250.803405
760	250.800560
761	250.797718
762	250.794877
763	250.792038
764	250.789202
765	250.786367
766	250.783533
767	250.780702
768	250.777873
769	250.775045
770	250.772219
771	250.769395
772	250.766573
773	250.763753
774	250.760935
775	250.758118
776	250.755304
777	250.752491
778	250.749680
779	250.746871
780	250.744063
781	250.741258
782	250.738454
783	250.735652
784	250.732852
785	250.730054
786	250.727257
787	250.724462
788	250.721669
789	250.718878
790	250.716089
791	250.713301
792	250.710515
793	250.707731
794	250.704949
795	250.702168
796	250.699390
797	250.696613
798	250.693837
799	250.691064
800	250.688292
801	250.685522
802	250.682754
803	250.679987
804	250.677223
805	250.674460
806	250.671698
807	250.668939
808	250.666181
809	250.663425
810	250.660670
811	250.657918
812	250.655167
813	250.652417
814	250.649670
815	250.646924
816	250.644180
817	250.641437
818	250.638696
819	250.635957
820	250.633220
821	250.630484
822	250.627750
823	250.625017
824	250.622287
825	250.619558
826	250.616830
827	250.614105
828	250.611381
829	250.608658
830	250.605937
831	250.603218
832	250.600501
833	250.597785
834	250.595071
835	250.592358
836	250.589648
837	250.586938
838	250.584231
839	250.581525
840	250.578820
841	250.576118
842	250.573417
843	250.570717
844	250.568019
845	250.565323
846	250.562628
847	250.559935
848	250.557244
849	250.554554
850	250.551866
851	250.549179
852	250.546494
853	250.543810
854	250.541128
855	250.538448
856	250.535769
857	250.533092
858	250.530417
859	250.527743
860	250.525070
861	250.522399
862	250.519730
863	250.517062
864	250.514396
865	250.511731
866	250.509068
867	250.506407
868	250.503747
869	250.501088
870	250.498431
871	250.495776
872	250.493122
873	250.490470
874	250.487819
875	250.485170
876	250.482522
877	250.479876
878	250.477231
879	250.474588
880	250.471946
881	250.469306
882	250.466668
883	250.464030
884	250.461395
885	250.458761
886	250.456128
887	250.453497
888	250.450867
889	250.448239
890	250.445613
891	250.442987
892	250.440364
893	250.437742
894	250.435121
895	250.432502
896	250.429884
897	250.427268
898	250.424653
899	250.422040
900	250.419428
901	250.416817
902	250.414208
903	250.411601
904	250.408995
905	250.406390
906	250.403787
907	250.401185
908	250.398585
909	250.395986
910	250.393389
911	250.390793
912	250.388198
913	250.385605
914	250.383014
915	250.380424
916	250.377835
917	250.375247
918	250.372661
919	250.370077
920	250.367494
921	250.364912
922	250.362332
923	250.359753
924	250.357176
925	250.354600
926	250.352025
927	250.349452
928	250.346880
929	250.344309
930	250.341740
931	250.339173
932	250.336606
933	250.334041
934	250.331478
935	250.328916
936	250.326355
937	250.323796
938	250.321238
939	250.318681
940	250.316126
941	250.313572
942	250.311020
943	250.308468
944	250.305919
945	250.303370
946	250.300823
947	250.298277
948	250.295733
949	250.293190
950	250.290648
951	250.288108
952	250.285569
953	250.283032
954	250.280495
955	250.277960
956	250.275427
957	250.272894
958	250.270364
959	250.267834
960	250.265306
961	250.262779
962	250.260253
963	250.257729
964	250.255206
965	250.252684
966	250.250164
967	250.247645
968	250.245127
969	250.242611
970	250.240096
971	250.237582
972	250.235069
973	250.232558
974	250.230048
975	250.227540
976	250.225032
977	250.222526
978	250.220022
979	250.217518
980	250.215016
981	250.212515
982	250.210016
983	250.207517
984	250.205020
985	250.202525
986	250.200030
987	250.197537
988	250.195045
989	250.192555
990	250.190065
991	250.187577
992	250.185090
993	250.182605
994	250.180120
995	250.177637
996	250.175156
997	250.172675
998	250.170196
999	250.167718
1000	250.165241
1001	250.162765
1002	250.160291
1003	250.157818
1004	250.155346
1005	250.152876
1006	250.150406
1007	250.147938
1008	250.145471
1009	250.143006
1010	250.140541
1011	250.138078
1012	250.135616
1013	250.133156
1014	250.130696
1015	250.128238
1016	250.125781
1017	250.123325
1018	250.120870
1019	250.118417
1020	250.115965
1021	250.113514
1022	250.111064
1023	250.108616
1024	250.106168
1025	250.103722
1026	250.101277
1027	250.098833
1028	250.096391
1029	250.093949
1030	250.091509
1031	250.089070
1032	250.086632
1033	250.084196
1034	250.081760
1035	250.079326
1036	250.076893
1037	250.074461
1038	250.072031
1039	250.069601
1040	250.067173
1041	250.064746
1042	250.062320
1043	250.059895
1044	250.057471
1045	250.055049
1046	250.052628
1047	250.050208
1048	250.047789
1049	250.045371
1050	250.042954
1051	250.040539
1052	250.038124
1053	250.035711
1054	250.033299
1055	250.030888
1056	250.028479
1057	250.026070
1058	250.023663
1059	250.021256
1060	250.018851
1061	250.016447
1062	250.014044
1063	250.011643
1064	250.009242
1065	250.006843
1066	250.004444
1067	250.002047
1068	249.999651
1069	249.997256
1070	249.994863
1071	249.992470
1072	249.990078
1073	249.987688
1074	249.985299
1075	249.982911
1076	249.980524
1077	249.978138
1078	249.975753
1079	249.973369
1080	249.970987
1081	249.968605
1082	249.966225
1083	249.963846
1084	249.961467
1085	249.959090
1086	249.956714
1087	249.954340
1088	249.951966
1089	249.949593
1090	249.947222
1091	249.944851
1092	249.942482
1093	249.940114
1094	249.937746
1095	249.935380
1096	249.933015
1097	249.930651
1098	249.928289
1099	249.925927
1100	249.923566
1101	249.921207
1102	249.918848
1103	249.916491
1104	249.914134
1105	249.911779
1106	249.909425
1107	249.907072
1108	249.904720
1109	249.902369
1110	249.900019
1111	249.897670
1112	249.895322
1113	249.892976
1114	249.890630
1115	249.888285
1116	249.885942
1117	249.883599
1118	249.881258
1119	249.878917
1120	249.876578
1121	249.874240
1122	249.871903
1123	249.869566
1124	249.867231
1125	249.864897
1126	249.862564
1127	249.860232
1128	249.857901
1129	249.855571
1130	249.853242
1131	249.850915
1132	249.848588
1133	249.846262
1134	249.843937
1135	249.841614
1136	249.839291
1137	249.836969
1138	249.834649
1139	249.832329
1140	249.830011
1141	249.827693
1142	249.825376
1143	249.823061
1144	249.820746
1145	249.818433
1146	249.816121
1147	249.813809
1148	249.811499
1149	249.809189
1150	249.806881
1151	249.804574
1152	249.802267
1153	249.799962
1154	249.797657
1155	249.795354
1156	249.793052
1157	249.790750
1158	249.788450
1159	249.786151
1160	249.783852
1161	249.781555
1162	249.779259
1163	249.776963
1164	249.774669
1165	249.772376
1166	249.770083
1167	249.767792
1168	249.765501
1169	249.763212
1170	249.760924
1171	249.758636
1172	249.756350
1173	249.754064
1174	249.751780
1175	249.749496
1176	249.747214
1177	249.744932
1178	249.742652
1179	249.740372
1180	249.738093
1181	249.735816
1182	249.733539
1183	249.731263
1184	249.728988
1185	249.726715
1186	249.724442
1187	249.722170
1188	249.719899
1189	249.717629
1190	249.715360
1191	249.713092
1192	249.710825
1193	249.708559
1194	249.706294
1195	249.704030
1196	249.701766
1197	249.699504
1198	249.697243
1199	249.694982
1200	249.692723
1201	249.690464
1202	249.688207
1203	249.685950
1204	249.683695
1205	249.681440
1206	249.679186
1207	249.676933
1208	249.674681
1209	249.672431
1210	249.670181
1211	249.667931
1212	249.665683
1213	249.663436
1214	249.661190
1215	249.658944
1216	249.656700
1217	249.654457
1218	249.652214
1219	249.649972
1220	249.647732
1221	249.645492
1222	249.643253
1223	249.641015
1224	249.638778
1225	249.636542
1226	249.634307
1227	249.632073
1228	249.629839
1229	249.627607
1230	249.625375
1231	249.623145
1232	249.620915
1233	249.618686
1234	249.616458
1235	249.614231
1236	249.612005
1237	249.609780
1238	249.607556
1239	249.605333
1240	249.603110
1241	249.600889
1242	249.598668
1243	249.596448
1244	249.594229
1245	249.592011
1246	249.589794
1247	249.587578
1248	249.585363
1249	249.583149
1250	249.580935
1251	249.578723
1252	249.576511
1253	249.574300
1254	249.572090
1255	249.569881
1256	249.567673
1257	249.565466
1258	249.563260
1259	249.561054
1260	249.558849
1261	249.556646
1262	249.554443
1263	249.552241
1264	249.550040
1265	249.547840
1266	249.545640
1267	249.543442
1268	249.541244
1269	249.539048
1270	249.536852
1271	249.534657
1272	249.532463
1273	249.530269
1274	249.528077
1275	249.525886
1276	249.523695
1277	249.521505
1278	249.519316
1279	249.517128
1280	249.514941
1281	249.512755
1282	249.510569
1283	249.508385
1284	249.506201
1285	249.504018
1286	249.501836
1287	249.499655
1288	249.497474
1289	249.495295
1290	249.493116
1291	249.490938
1292	249.488761
1293	249.486585
1294	249.484410
1295	249.482236
1296	249.480062
1297	249.477890
1298	249.475718
1299	249.473547
1300	249.471376
1301	249.469207
1302	249.467039
1303	249.464871
1304	249.462704
1305	249.460538
1306	249.458373
1307	249.456209
1308	249.454045
1309	249.451883
1310	249.449721
1311	249.447560
1312	249.445400
1313	249.443240
1314	249.441082
1315	249.438924
1316	249.436767
1317	249.434611
1318	249.432456
1319	249.430302
1320	249.428148
1321	249.425995
1322	249.423843
1323	249.421692
1324	249.419542
1325	249.417393
1326	249.415244
1327	249.413096
1328	249.410949
1329	249.408803
1330	249.406657
1331	249.404513
1332	249.402369
1333	249.400226
1334	249.398084
1335	249.395943
1336	249.393802
1337	249.391662
1338	249.389523
1339	249.387385
1340	249.385248
1341	249.383111
1342	249.380976
1343	249.378841
1344	249.376707
1345	249.374573
1346	249.372441
1347	249.370309
1348	249.368178
1349	249.366048
1350	249.363919
1351	249.361790
1352	249.359663
1353	249.357536
1354	249.355409
1355	249.353284
1356	249.351159
1357	249.349036
1358	249.346913
1359	249.344790
1360	249.342669
1361	249.340548
1362	249.338429
1363	249.336309
1364	249.334191
1365	249.332074
1366	249.329957
1367	249.327841
1368	249.325726
1369	249.323611
1370	249.321498
1371	249.319385
1372	249.317273
1373	249.315162
1374	249.313051
1375	249.310941
1376	249.308832
1377	249.306724
1378	249.304617
1379	249.302510
1380	249.300404
1381	249.298299
1382	249.296195
1383	249.294091
1384	249.291988
1385	249.289886
1386	249.287785
1387	249.285684
1388	249.283584
1389	249.281485
1390	249.279387
1391	249.277290
1392	249.275193
1393	249.273097
1394	249.271002
1395	249.268907
1396	249.266814
1397	249.264721
1398	249.262628
1399	249.260537
1400	249.258446
1401	249.256356
1402	249.254267
1403	249.252179
1404	249.250091
1405	249.248004
1406	249.245918
1407	249.243832
1408	249.241748
1409	249.239664
1410	249.237581
1411	249.235498
1412	249.233416
1413	249.231335
1414	249.229255
1415	249.227176
1416	249.225097
1417	249.223019
1418	249.220942
1419	249.218865
1420	249.216789
1421	249.214714
1422	249.212640
1423	249.210566
1424	249.208493
1425	249.206421
1426	249.204350
1427	249.202279
1428	249.200209
1429	249.198140
1430	249.196071
1431	249.194004
1432	249.191937
1433	249.189870
1434	249.187805
1435	249.185740
1436	249.183676
1437	249.181612
1438	249.179550
1439	249.177488
1440	249.175426
1441	249.173366
1442	249.171306
1443	249.169247
1444	249.167189
1445	249.165131
1446	249.163074
1447	249.161018
1448	249.158962
1449	249.156907
1450	249.154853
1451	249.152800
1452	249.150747
1453	249.148695
1454	249.146644
1455	249.144594
1456	249.142544
1457	249.140495
1458	249.138446
1459	249.136399
1460	249.134352
1461	249.132305
1462	249.130260
1463	249.128215
1464	249.126171
1465	249.124127
1466	249.122084
1467	249.120042
1468	249.118001
1469	249.115960
1470	249.113920
1471	249.111881
1472	249.109843
1473	249.107805
1474	249.105768
1475	249.103731
1476	249.101695
1477	249.099660
1478	249.097626
1479	249.095592
1480	249.093559
1481	249.091527
1482	249.089495
1483	249.087464
1484	249.085434
1485	249.083404
1486	249.081376
1487	249.079347
1488	249.077320
1489	249.075293
1490	249.073267
1491	249.071242
1492	249.069217
1493	249.067193
1494	249.065169
1495	249.063147
1496	249.061125
1497	249.059103
1498	249.057083
1499	249.055063
1500	249.053043
1501	249.051025
1502	249.049007
1503	249.046989
1504	249.044973
1505	249.042957
1506	249.040942
1507	249.038927
1508	249.036913
1509	249.034900
1510	249.032887
1511	249.030875
1512	249.028864
1513	249.026854
1514	249.024844
1515	249.022834
1516	249.020826
1517	249.018818
1518	249.016811
1519	249.014804
1520	249.012798
1521	249.010793
1522	249.008789
1523	249.006785
1524	249.004781
1525	249.002779
1526	249.000777
1527	248.998776
1528	248.996775
1529	248.994775
1530	248.992776
1531	248.990777
1532	248.988779
1533	248.986782
1534	248.984785
1535	248.982789
1536	248.980794
1537	248.978799
1538	248.976805
1539	248.974812
1540	248.972819
1541	248.970827
1542	248.968836
1543	248.966845
1544	248.964855
1545	248.962865
1546	248.960876
1547	248.958888
1548	248.956901
1549	248.954914
1550	248.952928
1551	248.950942
1552	248.948957
1553	248.946973
1554	248.944989
1555	248.943006
1556	248.941024
1557	248.939042
1558	248.937061
1559	248.935080
1560	248.933100
1561	248.931121
1562	248.929143
1563	248.927165
1564	248.925188
1565	248.923211
1566	248.921235
1567	248.919260
1568	248.917285
1569	248.915311
1570	248.913337
1571	248.911364
1572	248.909392
1573	248.907421
1574	248.905450
1575	248.903479
1576	248.901510
1577	248.899541
1578	248.897572
1579	248.895604
1580	248.893637
1581	248.891671
1582	248.889705
1583	248.887740
1584	248.885775
1585	248.883811
1586	248.881847
1587	248.879885
1588	248.877923
1589	248.875961
1590	248.874000
1591	248.872040
1592	248.870080
1593	248.868121
1594	248.866163
1595	248.864205
1596	248.862248
1597	248.860291
1598	248.858335
1599	248.856380
1600	248.854425
1601	248.852471
1602	248.850517
1603	248.848564
1604	248.846612
1605	248.844660
1606	248.842709
1607	248.840759
1608	248.838809
1609	248.836860
1610	248.834911
1611	248.832963
1612	248.831016
1613	248.829069
1614	248.827123
1615	248.825177
1616	248.823232
1617	248.821288
1618	248.819344
1619	248.817401
1620	248.815458
1621	248.813516
1622	248.811575
1623	248.809634
1624	248.807694
1625	248.805755
1626	248.803816
1627	248.801877
1628	248.799940
1629	248.798003
1630	248.796066
1631	248.794130
1632	248.792195
1633	248.790260
1634	248.788326
1635	248.786392
1636	248.784459
1637	248.782527
1638	248.780595
1639	248.778664
1640	248.776733
1641	248.774803
1642	248.772874
1643	248.770945
1644	248.769017
1645	248.767089
1646	248.765162
1647	248.763236
1648	248.761310
1649	248.759385
1650	248.757460
1651	248.755536
1652	248.753613
1653	248.751690
1654	248.749767
1655	248.747846
1656	248.745924
1657	248.744004
1658	248.742084
1659	248.740164
1660	248.738246
1661	248.736327
1662	248.734410
1663	248.732493
1664	248.730576
1665	248.728660
1666	248.726745
1667	248.724830
1668	248.722916
1669	248.721002
1670	248.719089
1671	248.717177
1672	248.715265
1673	248.713354
1674	248.711443
1675	248.709533
1676	248.707623
1677	248.705714
1678	248.703806
1679	248.701898
1680	248.699990
1681	248.698084
1682	248.696178
1683	248.694272
1684	248.692367
1685	248.690463
1686	248.688559
1687	248.686655
1688	248.684753
1689	248.682850
1690	248.680949
1691	248.679048
1692	248.677147
1693	248.675248
1694	248.673348
1695	248.671449
1696	248.669551
1697	248.667654
1698	248.665756
1699	248.663860
1700	248.661964
1701	248.660069
1702	248.658174
1703	248.656280
1704	248.654386
1705	248.652493
1706	248.650600
1707	248.648708
1708	248.646817
1709	248.644926
1710	248.643035
1711	248.641145
1712	248.639256
1713	248.637368
1714	248.635479
1715	248.633592
1716	248.631705
1717	248.629818
1718	248.627932
1719	248.626047
1720	248.624162
1721	248.622278
1722	248.620394
1723	248.618511
1724	248.616628
1725	248.614746
1726	248.612865
1727	248.610984
1728	248.609104
1729	248.607224
1730	248.605344
1731	248.603466
1732	248.601587
1733	248.599710
1734	248.597833
1735	248.595956
1736	248.594080
1737	248.592204
1738	248.590329
1739	248.588455
1740	248.586581
1741	248.584708
1742	248.582835
1743	248.580963
1744	248.579091
1745	248.577220
1746	248.575349
1747	248.573479
1748	248.571610
1749	248.569741
1750	248.567872
1751	248.566004
1752	248.564137
1753	248.562270
1754	248.560404
1755	248.558538
1756	248.556673
1757	248.554808
1758	248.552944
1759	248.551080
1760	248.549217
1761	248.547354
1762	248.545492
1763	248.543631
1764	248.541770
1765	248.539909
1766	248.538050
1767	248.536190
1768	248.534331
1769	248.532473
1770	248.530615
1771	248.528758
1772	248.526901
1773	248.525045
1774	248.523189
1775	248.521334
1776	248.519479
1777	248.517625
1778	248.515772
1779	248.513919
1780	248.512066
1781	248.510214
1782	248.508363
1783	248.506512
1784	248.504661
1785	248.502811
1786	248.500962
1787	248.499113
1788	248.497265
1789	248.495417
1790	248.493570
1791	248.491723
1792	248.489877
1793	248.488031
1794	248.486186
1795	248.484341
1796	248.482497
1797	248.480653
1798	248.478810
1799	248.476967
1800	248.475125
1801	248.473283
1802	248.471442
1803	248.469602
1804	248.467762
1805	248.465922
1806	248.464083
1807	248.462245
1808	248.460407
1809	248.458569
1810	248.456732
1811	248.454896
1812	248.453060
1813	248.451224
1814	248.449389
1815	248.447555
1816	248.445721
1817	248.443887
1818	248.442054
1819	248.440222
1820	248.438390
1821	248.436559
1822	248.434728
1823	248.432897
1824	248.431068
1825	248.429238
1826	248.427409
1827	248.425581
1828	248.423753
1829	248.421926
1830	248.420099
1831	248.418273
1832	248.416447
1833	248.414621
1834	248.412797
1835	248.410972
1836	248.409148
1837	248.407325
1838	248.405502
1839	248.403680
1840	248.401858
1841	248.400037
1842	248.398216
1843	248.396396
1844	248.394576
1845	248.392756
1846	248.390937
1847	248.389119
1848	248.387301
1849	248.385484
1850	248.383667
1851	248.381851
1852	248.380035
1853	248.378219
1854	248.376404
1855	248.374590
1856	248.372776
1857	248.370963
1858	248.369150
1859	248.367337
1860	248.365525
1861	248.363714
1862	248.361903
1863	248.360093
1864	248.358283
1865	248.356473
1866	248.354664
1867	248.352856
1868	248.351048
1869	248.349240
1870	248.347433
1871	248.345626
1872	248.343820
