iteration	average pixel
289	240.667629
290	240.641786
291	240.615988
292	240.590236
293	240.564529
294	240.538867
295	240.513249
296	240.487675
297	240.462146
298	240.436660
299	240.411218
300	240.385820
301	240.360465
302	240.335152
303	240.309883
304	240.284656
305	240.259471
306	240.234329
307	240.209229
308	240.184170
309	240.159153
310	240.134177
311	240.109243
312	240.084349
313	240.059496
314	240.034684
315	240.009912
316	239.985180
317	239.960488
318	239.935836
319	239.911224
320	239.886651
321	239.862118
322	239.837623
323	239.813167
324	239.788750
325	239.764372
326	239.740031
327	239.715729
328	239.691465
329	239.667239
330	239.643051
331	239.618900
332	239.594786
333	239.570709
334	239.546670
335	239.522667
336	239.498701
337	239.474771
338	239.450878
339	239.427021
340	239.403199
341	239.379414
342	239.355665
343	239.331950
344	239.308272
345	239.284628
346	239.261020
347	239.237446
348	239.213907
349	239.190403
350	239.166934
351	239.143498
352	239.120097
353	239.096730
354	239.073397
355	239.050097
356	239.026831
357	239.003599
358	238.980400
359	238.957234
360	238.934101
361	238.911001
362	238.887934
363	238.864899
364	238.841897
365	238.818928
366	238.795990
367	238.773085
368	238.750212
369	238.727370
370	238.704560
371	238.681782
372	238.659035
373	238.636320
374	238.613636
375	238.590982
376	238.568360
377	238.545769
378	238.523208
379	238.500678
380	238.478179
381	238.455709
382	238.433270
383	238.410862
384	238.388483
385	238.366134
386	238.343814
387	238.321525
388	238.299265
389	238.277034
390	238.254833
391	238.232661
392	238.210518
393	238.188403
394	238.166318
395	238.144262
396	238.122234
397	238.100235
398	238.078264
399	238.056321
400	238.034407
401	238.012520
402	237.990662
403	237.968832
404	237.947029
405	237.925254
406	237.903507
407	237.881787
408	237.860095
409	237.838430
410	237.816792
411	237.795181
412	237.773597
413	237.752040
414	237.730510
415	237.709006
416	237.687529
417	237.666079
418	237.644655
419	237.623257
420	237.601886
421	237.580540
422	237.559221
423	237.537928
424	237.516660
425	237.495418
426	237.474202
427	237.453012
428	237.431847
429	237.410707
430	237.389593
431	237.368503
432	237.347439
433	237.326400
434	237.305386
435	237.284397
436	237.263433
437	237.242493
438	237.221578
439	237.200688
440	237.179821
441	237.158980
442	237.138162
443	237.117369
444	237.096600
445	237.075855
446	237.055133
447	237.034436
448	237.013763
449	236.993113
450	236.972487
451	236.951884
452	236.931305
453	236.910749
454	236.890217
455	236.869707
456	236.849221
457	236.828758
458	236.808318
459	236.787901
460	236.767507
461	236.747136
462	236.726787
463	236.706461
464	236.686158
465	236.665877
466	236.645618
467	236.625382
468	236.605168
469	236.584977
470	236.564807
471	236.544659
472	236.524534
473	236.504430
474	236.484348
475	236.464288
476	236.444250
477	236.424234
478	236.404238
479	236.384265
480	236.364313
481	236.344382
482	236.324473
483	236.304584
484	236.284717
485	236.264871
486	236.245046
487	236.225243
488	236.205460
489	236.185697
490	236.165956
491	236.146235
492	236.126535
493	236.106856
494	236.087197
495	236.067559
496	236.047941
497	236.028343
498	236.008765
499	235.989208
500	235.969671
501	235.950154
502	235.930657
503	235.911180
504	235.891723
505	235.872286
506	235.852869
507	235.833471
508	235.814093
509	235.794735
510	235.775396
511	235.756077
512	235.736777
513	235.717497
514	235.698235
515	235.678994
516	235.659771
517	235.640568
518	235.621383
519	235.602218
520	235.583072
521	235.563944
522	235.544836
523	235.525746
524	235.506675
525	235.487623
526	235.468590
527	235.449575
528	235.430578
529	235.411600
530	235.392641
531	235.373700
532	235.354778
533	235.335873
534	235.316987
535	235.298119
536	235.279270
537	235.260438
538	235.241624
539	235.222829
540	235.204051
541	235.185291
542	235.166549
543	235.147825
544	235.129119
545	235.110430
546	235.091759
547	235.073105
548	235.054469
549	235.035851
550	235.017250
551	234.998666
552	234.980100
553	234.961551
554	234.943019
555	234.924505
556	234.906007
557	234.887527
558	234.869064
559	234.850618
560	234.832189
561	234.813776
562	234.795381
563	234.777002
564	234.758641
565	234.740296
566	234.721967
567	234.703656
568	234.685361
569	234.667082
570	234.648820
571	234.630575
572	234.612346
573	234.594133
574	234.575937
575	234.557757
576	234.539593
577	234.521446
578	234.503315
579	234.485199
580	234.467100
581	234.449017
582	234.430950
583	234.412899
584	234.394864
585	234.376845
586	234.358841
587	234.340854
588	234.322882
589	234.304926
590	234.286985
591	234.269061
592	234.251151
593	234.233258
594	234.215380
595	234.197517
596	234.179670
597	234.161838
598	234.144022
599	234.126220
600	234.108435
601	234.090664
602	234.072909
603	234.055168
604	234.037443
605	234.019733
606	234.002038
607	233.984358
608	233.966694
609	233.949043
610	233.931408
611	233.913788
612	233.896183
613	233.878592
614	233.861016
615	233.843455
616	233.825909
617	233.808377
618	233.790860
619	233.773357
620	233.755869
621	233.738395
622	233.720936
623	233.703491
624	233.686061
625	233.668645
626	233.651243
627	233.633856
628	233.616483
629	233.599124
630	233.581779
631	233.564449
632	233.547132
633	233.529830
634	233.512542
635	233.495268
636	233.478007
637	233.460761
638	233.443529
639	233.426310
640	233.409105
641	233.391915
642	233.374737
643	233.357574
644	233.340425
645	233.323289
646	233.306166
647	233.289058
648	233.271963
649	233.254881
650	233.237813
651	233.220759
652	233.203718
653	233.186690
654	233.169676
655	233.152675
656	233.135688
657	233.118713
658	233.101752
659	233.084805
660	233.067870
661	233.050949
662	233.034041
663	233.017146
664	233.000264
665	232.983395
666	232.966539
667	232.949696
668	232.932867
669	232.916050
670	232.899246
671	232.882455
672	232.865676
673	232.848911
674	232.832158
675	232.815418
676	232.798691
677	232.781977
678	232.765275
679	232.748586
680	232.731909
681	232.715246
682	232.698594
683	232.681955
684	232.665329
685	232.648715
686	232.632114
687	232.615525
688	232.598949
689	232.582384
690	232.565833
691	232.549293
692	232.532766
693	232.516251
694	232.499748
695	232.483258
696	232.466779
697	232.450313
698	232.433859
699	232.417417
700	232.400987
701	232.384570
702	232.368164
703	232.351770
704	232.335388
705	232.319018
706	232.302660
707	232.286314
708	232.269980
709	232.253657
710	232.237347
711	232.221048
712	232.204761
713	232.188486
714	232.172222
715	232.155970
716	232.139730
717	232.123501
718	232.107284
719	232.091079
720	232.074885
721	232.058703
722	232.042532
723	232.026373
724	232.010225
725	231.994089
726	231.977964
727	231.961850
728	231.945748
729	231.929657
730	231.913577
731	231.897509
732	231.881452
733	231.865406
734	231.849372
735	231.833348
736	231.817336
737	231.801335
738	231.785346
739	231.769367
740	231.753399
741	231.737442
742	231.721497
743	231.705562
744	231.689639
745	231.673726
746	231.657825
747	231.641934
748	231.626054
749	231.610185
750	231.594327
751	231.578480
752	231.562643
753	231.546818
754	231.531003
755	231.515199
756	231.499405
757	231.483623
758	231.467851
759	231.452089
760	231.436339
761	231.420599
762	231.404869
763	231.389150
764	231.373442
765	231.357744
766	231.342057
767	231.326380
768	231.310714
769	231.295058
770	231.279412
771	231.263777
772	231.248152
773	231.232538
774	231.216934
775	231.201341
776	231.185757
777	231.170184
778	231.154621
779	231.139069
780	231.123526
781	231.107994
782	231.092472
783	231.076960
784	231.061459
785	231.045967
786	231.030486
787	231.015014
788	230.999553
789	230.984102
790	230.968661
791	230.953230
792	230.937808
793	230.922397
794	230.906996
795	230.891604
796	230.876223
797	230.860851
798	230.845489
799	230.830138
800	230.814795
801	230.799463
802	230.784141
803	230.768828
804	230.753525
805	230.738232
806	230.722948
807	230.707675
808	230.692411
809	230.677156
810	230.661911
811	230.646676
812	230.631451
813	230.616235
814	230.601028
815	230.585831
816	230.570644
817	230.555466
818	230.540298
819	230.525139
820	230.509990
821	230.494850
822	230.479719
823	230.464598
824	230.449487
825	230.434384
826	230.419291
827	230.404208
828	230.389133
829	230.374068
830	230.359013
831	230.343966
832	230.328929
833	230.313901
834	230.298882
835	230.283873
836	230.268873
837	230.253881
838	230.238899
839	230.223927
840	230.208963
841	230.194008
842	230.179062
843	230.164126
844	230.149198
845	230.134280
846	230.119371
847	230.104470
848	230.089579
849	230.074696
850	230.059823
851	230.044958
852	230.030103
853	230.015256
854	230.000418
855	229.985589
856	229.970769
857	229.955957
858	229.941155
859	229.926361
860	229.911576
861	229.896800
862	229.882033
863	229.867274
864	229.852524
865	229.837783
866	229.823051
867	229.808327
868	229.793612
869	229.778905
870	229.764207
871	229.749518
872	229.734838
873	229.720166
874	229.705502
875	229.690847
876	229.676201
877	229.661563
878	229.646934
879	229.632313
880	229.617700
881	229.603097
882	229.588501
883	229.573914
884	229.559336
885	229.544766
886	229.530204
887	229.515650
888	229.501105
889	229.486569
890	229.472040
891	229.457521
892	229.443009
893	229.428505
894	229.414010
895	229.399523
896	229.385045
897	229.370575
898	229.356112
899	229.341658
900	229.327213
901	229.312775
902	229.298346
903	229.283925
904	229.269511
905	229.255106
906	229.240710
907	229.226321
908	229.211940
909	229.197568
910	229.183203
911	229.168846
912	229.154498
913	229.140157
914	229.125825
915	229.111500
916	229.097184
917	229.082875
918	229.068575
919	229.054282
920	229.039997
921	229.025720
922	229.011451
923	228.997190
924	228.982937
925	228.968692
926	228.954454
927	228.940224
928	228.926003
929	228.911788
930	228.897582
931	228.883384
932	228.869193
933	228.855010
934	228.840835
935	228.826667
936	228.812507
937	228.798355
938	228.784211
939	228.770074
940	228.755945
941	228.741823
942	228.727709
943	228.713603
944	228.699504
945	228.685413
946	228.671330
947	228.657254
948	228.643186
949	228.629125
950	228.615072
951	228.601026
952	228.586988
953	228.572957
954	228.558934
955	228.544918
956	228.530910
957	228.516909
958	228.502916
959	228.488930
960	228.474951
961	228.460980
962	228.447016
963	228.433060
964	228.419111
965	228.405169
966	228.391235
967	228.377308
968	228.363388
969	228.349476
970	228.335571
971	228.321673
972	228.307782
973	228.293899
974	228.280023
975	228.266154
976	228.252293
977	228.238439
978	228.224591
979	228.210751
980	228.196919
981	228.183093
982	228.169275
983	228.155463
984	228.141659
985	228.127862
986	228.114072
987	228.100290
988	228.086514
989	228.072745
990	228.058984
991	228.045229
992	228.031482
993	228.017741
994	228.004008
995	227.990281
996	227.976562
997	227.962850
998	227.949144
999	227.935446
1000	227.921754
1001	227.908070
1002	227.894392
1003	227.880721
1004	227.867058
1005	227.853401
1006	227.839751
1007	227.826108
1008	227.812471
1009	227.798842
1010	227.785220
1011	227.771604
1012	227.757995
1013	227.744393
1014	227.730798
1015	227.717209
1016	227.703628
1017	227.690053
1018	227.676485
1019	227.662924
1020	227.649369
1021	227.635821
1022	227.622280
1023	227.608746
1024	227.595218
1025	227.581697
1026	227.568183
1027	227.554675
1028	227.541174
1029	227.527680
1030	227.514192
1031	227.500711
1032	227.487237
1033	227.473769
1034	227.460308
1035	227.446854
1036	227.433406
1037	227.419964
1038	227.406529
1039	227.393101
1040	227.379679
1041	227.366264
1042	227.352856
1043	227.339453
1044	227.326058
1045	227.312669
1046	227.299286
1047	227.285910
1048	227.272540
1049	227.259177
1050	227.245820
1051	227.232470
1052	227.219126
1053	227.205788
1054	227.192457
1055	227.179133
1056	227.165814
1057	227.152503
1058	227.139197
1059	227.125898
1060	227.112605
1061	227.099319
1062	227.086039
1063	227.072765
1064	227.059497
1065	227.046236
1066	227.032981
1067	227.019733
1068	227.006491
1069	226.993255
1070	226.980025
1071	226.966801
1072	226.953584
1073	226.940373
1074	226.927168
1075	226.913970
1076	226.900777
1077	226.887591
1078	226.874411
1079	226.861238
1080	226.848070
1081	226.834909
1082	226.821753
1083	226.808604
1084	226.795461
1085	226.782324
1086	226.769194
1087	226.756069
1088	226.742951
1089	226.729838
1090	226.716732
1091	226.703632
1092	226.690538
1093	226.677449
1094	226.664367
1095	226.651291
1096	226.638221
1097	226.625157
1098	226.612099
1099	226.599048
1100	226.586002
1101	226.572962
1102	226.559928
1103	226.546900
1104	226.533878
1105	226.520862
1106	226.507852
1107	226.494848
1108	226.481849
1109	226.468857
1110	226.455871
1111	226.442890
1112	226.429916
1113	226.416947
1114	226.403984
1115	226.391027
1116	226.378076
1117	226.365131
1118	226.352192
1119	226.339258
1120	226.326331
1121	226.313409
1122	226.300493
1123	226.287583
1124	226.274678
1125	226.261780
1126	226.248887
1127	226.236000
1128	226.223119
1129	226.210243
1130	226.197373
1131	226.184509
1132	226.171651
1133	226.158799
1134	226.145952
1135	226.133111
1136	226.120276
1137	226.107446
1138	226.094622
1139	226.081804
1140	226.068991
1141	226.056184
1142	226.043383
1143	226.030587
1144	226.017797
1145	226.005013
1146	225.992234
1147	225.979461
1148	225.966694
1149	225.953932
1150	225.941176
1151	225.928425
1152	225.915680
1153	225.902940
1154	225.890206
1155	225.877478
1156	225.864755
1157	225.852038
1158	225.839326
1159	225.826620
1160	225.813920
1161	225.801224
1162	225.788535
1163	225.775851
1164	225.763172
1165	225.750499
1166	225.737831
1167	225.725169
1168	225.712512
1169	225.699861
1170	225.687215
1171	225.674575
1172	225.661940
1173	225.649311
1174	225.636687
1175	225.624068
1176	225.611455
1177	225.598847
1178	225.586244
1179	225.573647
1180	225.561056
1181	225.548470
1182	225.535889
1183	225.523313
1184	225.510743
1185	225.498178
1186	225.485618
1187	225.473064
1188	225.460515
1189	225.447972
1190	225.435434
