iteration	average pixel
146	243.141640
147	243.101631
148	243.061784
149	243.022099
150	242.982573
151	242.943205
152	242.903993
153	242.864935
154	242.826031
155	242.787277
156	242.748673
157	242.710218
158	242.671909
159	242.633746
160	242.595726
161	242.557849
162	242.520113
163	242.482516
164	242.445058
165	242.407737
166	242.370551
167	242.333500
168	242.296582
169	242.259796
170	242.223140
171	242.186614
172	242.150216
173	242.113945
174	242.077800
175	242.041780
176	242.005883
177	241.970109
178	241.934456
179	241.898923
180	241.863510
181	241.828215
182	241.793037
183	241.757975
184	241.723029
185	241.688196
186	241.653477
187	241.618870
188	241.584374
189	241.549988
190	241.515712
191	241.481544
192	241.447484
193	241.413531
194	241.379683
195	241.345940
196	241.312301
197	241.278766
198	241.245333
199	241.212001
200	241.178771
201	241.145640
202	241.112608
203	241.079675
204	241.046839
205	241.014101
206	240.981458
207	240.948911
208	240.916458
209	240.884099
210	240.851834
211	240.819660
212	240.787579
213	240.755589
214	240.723689
215	240.691879
216	240.660158
217	240.628525
218	240.596980
219	240.565522
220	240.534151
221	240.502865
222	240.471665
223	240.440549
224	240.409518
225	240.378569
226	240.347704
227	240.316921
228	240.286219
229	240.255599
230	240.225059
231	240.194599
232	240.164218
233	240.133916
234	240.103693
235	240.073547
236	240.043479
237	240.013487
238	239.983571
239	239.953731
240	239.923967
241	239.894277
242	239.864661
243	239.835119
244	239.805650
245	239.776253
246	239.746929
247	239.717677
248	239.688496
249	239.659386
250	239.630346
251	239.601377
252	239.572476
253	239.543645
254	239.514882
255	239.486188
256	239.457561
257	239.429002
258	239.400509
259	239.372083
260	239.343723
261	239.315429
262	239.287200
263	239.259036
264	239.230936
265	239.202901
266	239.174929
267	239.147020
268	239.119174
269	239.091391
270	239.063670
271	239.036011
272	239.008413
273	238.980876
274	238.953400
275	238.925985
276	238.898629
277	238.871333
278	238.844096
279	238.816918
280	238.789799
281	238.762738
282	238.735735
283	238.708790
284	238.681902
285	238.655071
286	238.628296
287	238.601578
288	238.574916
289	238.548309
290	238.521758
291	238.495262
292	238.468821
293	238.442434
294	238.416102
295	238.389823
296	238.363598
297	238.337426
298	238.311307
299	238.285241
300	238.259227
301	238.233265
302	238.207356
303	238.181497
304	238.155691
305	238.129935
306	238.104230
307	238.078575
308	238.052971
309	238.027416
310	238.001912
311	237.976457
312	237.951051
313	237.925694
314	237.900385
315	237.875125
316	237.849914
317	237.824750
318	237.799634
319	237.774565
320	237.749544
321	237.724569
322	237.699642
323	237.674761
324	237.649926
325	237.625137
326	237.600394
327	237.575697
328	237.551045
329	237.526438
330	237.501876
331	237.477358
332	237.452886
333	237.428457
334	237.404073
335	237.379732
336	237.355435
337	237.331182
338	237.306971
339	237.282804
340	237.258679
341	237.234597
342	237.210558
343	237.186561
344	237.162605
345	237.138692
346	237.114820
347	237.090989
348	237.067200
349	237.043452
350	237.019744
351	236.996078
352	236.972451
353	236.948865
354	236.925319
355	236.901813
356	236.878347
357	236.854920
358	236.831533
359	236.808185
360	236.784875
361	236.761605
362	236.738373
363	236.715180
364	236.692025
365	236.668909
366	236.645830
367	236.622789
368	236.599786
369	236.576820
370	236.553892
371	236.531000
372	236.508146
373	236.485328
374	236.462548
375	236.439803
376	236.417096
377	236.394424
378	236.371788
379	236.349188
380	236.326624
381	236.304096
382	236.281603
383	236.259145
384	236.236723
385	236.214335
386	236.191982
387	236.169664
388	236.147381
389	236.125132
390	236.102917
391	236.080737
392	236.058590
393	236.036477
394	236.014398
395	235.992352
396	235.970340
397	235.948361
398	235.926416
399	235.904503
400	235.882623
401	235.860776
402	235.838962
403	235.817180
404	235.795431
405	235.773713
406	235.752028
407	235.730375
408	235.708754
409	235.687164
410	235.665606
411	235.644080
412	235.622585
413	235.601121
414	235.579688
415	235.558286
416	235.536915
417	235.515575
418	235.494265
419	235.472986
420	235.451737
421	235.430519
422	235.409331
423	235.388173
424	235.367044
425	235.345946
426	235.324877
427	235.303838
428	235.282828
429	235.261848
430	235.240897
431	235.219975
432	235.199082
433	235.178218
434	235.157383
435	235.136576
436	235.115798
437	235.095049
438	235.074328
439	235.053635
440	235.032971
441	235.012335
442	234.991726
443	234.971146
444	234.950593
445	234.930068
446	234.909570
447	234.889100
448	234.868658
449	234.848242
450	234.827854
451	234.807493
452	234.787159
453	234.766852
454	234.746571
455	234.726317
456	234.706090
457	234.685890
458	234.665715
459	234.645568
460	234.625446
461	234.605350
462	234.585281
463	234.565237
464	234.545220
465	234.525228
466	234.505261
467	234.485321
468	234.465406
469	234.445516
470	234.425652
471	234.405813
472	234.385999
473	234.366210
474	234.346446
475	234.326707
476	234.306993
477	234.287303
478	234.267638
479	234.247998
480	234.228382
481	234.208791
482	234.189224
483	234.169681
484	234.150163
485	234.130668
486	234.111198
487	234.091751
488	234.072328
489	234.052929
490	234.033554
491	234.014202
492	233.994874
493	233.975569
494	233.956287
495	233.937029
496	233.917794
497	233.898583
498	233.879394
499	233.860228
500	233.841086
501	233.821966
502	233.802868
503	233.783794
504	233.764742
505	233.745713
506	233.726706
507	233.707722
508	233.688760
509	233.669820
510	233.650902
511	233.632007
512	233.613133
513	233.594282
514	233.575452
515	233.556645
516	233.537859
517	233.519095
518	233.500352
519	233.481631
520	233.462932
521	233.444254
522	233.425597
523	233.406962
524	233.388348
525	233.369755
526	233.351183
527	233.332633
528	233.314103
529	233.295594
530	233.277106
531	233.258639
532	233.240193
533	233.221767
534	233.203362
535	233.184978
536	233.166613
537	233.148270
538	233.129946
539	233.111643
540	233.093361
541	233.075098
542	233.056856
543	233.038633
544	233.020431
545	233.002248
546	232.984086
547	232.965943
548	232.947820
549	232.929717
550	232.911633
551	232.893569
552	232.875524
553	232.857499
554	232.839494
555	232.821508
556	232.803541
557	232.785593
558	232.767664
559	232.749755
560	232.731865
561	232.713993
562	232.696141
563	232.678308
564	232.660493
565	232.642698
566	232.624921
567	232.607162
568	232.589423
569	232.571702
570	232.553999
571	232.536315
572	232.518650
573	232.501003
574	232.483374
575	232.465764
576	232.448171
577	232.430597
578	232.413041
579	232.395504
580	232.377984
581	232.360482
582	232.342998
583	232.325532
584	232.308084
585	232.290654
586	232.273241
587	232.255846
588	232.238469
589	232.221109
590	232.203767
591	232.186442
592	232.169135
593	232.151845
594	232.134572
595	232.117317
596	232.100079
597	232.082858
598	232.065655
599	232.048468
600	232.031299
601	232.014147
602	231.997011
603	231.979893
604	231.962791
605	231.945707
606	231.928639
607	231.911588
608	231.894553
609	231.877536
610	231.860534
611	231.843550
612	231.826582
613	231.809630
614	231.792695
615	231.775777
616	231.758874
617	231.741988
618	231.725119
619	231.708265
620	231.691428
621	231.674607
622	231.657802
623	231.641013
624	231.624240
625	231.607483
626	231.590742
627	231.574017
628	231.557308
629	231.540614
630	231.523937
631	231.507275
632	231.490629
633	231.473998
634	231.457383
635	231.440784
636	231.424200
637	231.407632
638	231.391079
639	231.374542
640	231.358020
641	231.341513
642	231.325022
643	231.308546
644	231.292085
645	231.275639
646	231.259209
647	231.242793
648	231.226393
649	231.210008
650	231.193638
651	231.177282
652	231.160942
653	231.144617
654	231.128306
655	231.112010
656	231.095729
657	231.079463
658	231.063211
659	231.046975
660	231.030752
661	231.014545
662	230.998352
663	230.982173
664	230.966009
665	230.949860
666	230.933725
667	230.917604
668	230.901497
669	230.885405
670	230.869328
671	230.853264
672	230.837215
673	230.821180
674	230.805159
675	230.789152
676	230.773159
677	230.757181
678	230.741216
679	230.725265
680	230.709329
681	230.693406
682	230.677497
683	230.661602
684	230.645721
685	230.629853
686	230.614000
687	230.598160
688	230.582333
689	230.566521
690	230.550722
691	230.534936
692	230.519165
693	230.503406
694	230.487662
695	230.471930
696	230.456212
697	230.440508
698	230.424817
699	230.409139
700	230.393475
701	230.377824
702	230.362186
703	230.346561
704	230.330950
705	230.315351
706	230.299766
707	230.284194
708	230.268635
709	230.253089
710	230.237556
711	230.222036
712	230.206529
713	230.191035
714	230.175554
715	230.160086
716	230.144630
717	230.129188
718	230.113758
719	230.098341
720	230.082937
721	230.067545
722	230.052166
723	230.036800
724	230.021446
725	230.006105
726	229.990776
727	229.975460
728	229.960156
729	229.944865
730	229.929587
731	229.914320
732	229.899066
733	229.883825
734	229.868596
735	229.853379
736	229.838174
737	229.822982
738	229.807802
739	229.792634
740	229.777478
741	229.762335
742	229.747204
743	229.732084
744	229.716977
745	229.701882
746	229.686799
747	229.671727
748	229.656668
749	229.641621
750	229.626585
751	229.611562
752	229.596550
753	229.581551
754	229.566563
755	229.551586
756	229.536622
757	229.521669
758	229.506728
759	229.491799
760	229.476881
761	229.461976
762	229.447081
763	229.432198
764	229.417327
765	229.402468
766	229.387619
767	229.372783
768	229.357958
769	229.343144
770	229.328342
771	229.313551
772	229.298771
773	229.284003
774	229.269246
775	229.254500
776	229.239766
777	229.225043
778	229.210331
779	229.195631
780	229.180941
781	229.166263
782	229.151596
783	229.136940
784	229.122295
785	229.107661
786	229.093039
787	229.078427
788	229.063826
789	229.049236
790	229.034658
791	229.020090
792	229.005533
793	228.990987
794	228.976452
795	228.961927
796	228.947414
797	228.932911
798	228.918419
799	228.903938
800	228.889468
801	228.875008
802	228.860559
803	228.846121
804	228.831693
805	228.817276
806	228.802869
807	228.788474
808	228.774088
809	228.759714
810	228.745349
811	228.730996
812	228.716653
813	228.702320
814	228.687997
815	228.673686
816	228.659384
817	228.645093
818	228.630812
819	228.616542
820	228.602282
821	228.588032
822	228.573793
823	228.559563
824	228.545344
825	228.531136
826	228.516937
827	228.502749
828	228.488570
829	228.474402
830	228.460244
831	228.446097
832	228.431959
833	228.417831
834	228.403713
835	228.389606
836	228.375508
837	228.361421
838	228.347343
839	228.333275
840	228.319217
841	228.305169
842	228.291131
843	228.277103
844	228.263085
845	228.249076
846	228.235078
847	228.221089
848	228.207110
849	228.193141
850	228.179181
851	228.165231
852	228.151291
853	228.137361
854	228.123440
855	228.109529
856	228.095627
857	228.081735
858	228.067853
859	228.053980
860	228.040117
861	228.026263
862	228.012419
863	227.998585
864	227.984760
865	227.970944
866	227.957138
867	227.943341
