iteration	average pixel
1	255.000000
100	253.843627
200	253.313918
300	252.905122
400	252.558205
500	252.250728
600	251.971309
700	251.713210
800	251.472037
900	251.244729
1000	251.029046
1100	250.823291
1200	250.626141
1300	250.436542
