iteration	average pixel
1	255.000000
100	254.595123
200	254.395827
300	254.238861
400	254.100389
500	253.970925
600	253.846124
700	253.723897
800	253.603215
900	253.483566
1000	253.364702
1100	253.246505
1200	253.128931
1300	253.011964
1400	252.895608
1500	252.779873
